Gene	Stage1	Stage2	Stage3	Stage4	Stage5	Stage6	Group
Gene904	-1.1724133	-1.2701842	1.1414735	0.7119575	0.41432345	0.17484294	group3
Gene905	-1.1693149	-1.2746556	1.1427292	0.7004759	0.424881	0.17588446	group3
Gene906	-1.163389	-1.2821685	1.1454937	0.6806152	0.4426133	0.17683518	group3
Gene907	-1.1615798	-1.2826104	1.148044	0.67923176	0.44260326	0.17431127	group3
Gene908	-1.1574609	-1.2726282	1.1635612	0.7034843	0.41080374	0.15223983	group3
Gene909	-1.152543	-1.2751211	1.1692295	0.6963933	0.41463247	0.14740886	group3
Gene910	-1.152612	-1.2791936	1.1656523	0.68636674	0.4263273	0.15345925	group3
Gene911	-1.1387008	-1.2816914	1.1849197	0.67696404	0.42476448	0.133744	group3
Gene912	-1.1486456	-1.2889502	1.1626587	0.66069275	0.45252222	0.16172224	group3
Gene913	-1.1501111	-1.2889574	1.160303	0.6609322	0.45355383	0.16427943	group3
Gene914	-1.1486021	-1.2871976	1.1644958	0.6652497	0.44720915	0.15884502	group3
Gene915	-1.1534785	-1.2850199	1.1588532	0.671758	0.44403005	0.16385706	group3
Gene916	-1.1413391	-1.2915169	1.1715815	0.6525469	0.45541653	0.15331113	group3
Gene917	-1.2199439	-1.2400008	1.0814781	0.78628397	0.3701093	0.22207326	group3
Gene918	-1.2202383	-1.2435224	1.0785447	0.7781305	0.37985763	0.22722793	group3
Gene919	-1.1350713	-1.2981247	1.1742738	0.6336243	0.47168964	0.15360814	group3
Gene920	-1.1374167	-1.2961661	1.1727772	0.6393923	0.467121	0.1542923	group3
Gene921	-1.1362399	-1.3008931	1.1692346	0.6262879	0.4812078	0.16040261	group3
Gene922	-1.1438098	-1.3040135	1.1530707	0.6187079	0.4967016	0.17934304	group3
Gene923	-1.1365695	-1.3048925	1.163782	0.61513966	0.49436545	0.16817492	group3
Gene924	-1.1236277	-1.3100586	1.1776507	0.59793484	0.50264716	0.15545356	group3
Gene925	-1.1172864	-1.3053552	1.1932025	0.6096413	0.48346382	0.136334	group3
Gene926	-1.1245894	-1.2967399	1.1918182	0.6348099	0.46092796	0.13377336	group3
Gene927	-1.1280208	-1.2939975	1.189492	0.642917	0.4546272	0.13498211	group3
Gene928	-1.1228045	-1.2937889	1.1974726	0.64202005	0.4509808	0.1261199	group3
Gene929	-1.1124314	-1.2979435	1.2084352	0.62807	0.45779774	0.11607193	group3
Gene930	-1.1549042	-1.2924759	1.1486855	0.6522682	0.46784475	0.1785818	group3
Gene931	-1.1568557	-1.2912246	1.1468462	0.65589356	0.4653925	0.17994797	group3
Gene932	-1.1494217	-1.2947481	1.1551402	0.64535016	0.4709538	0.17272565	group3
Gene933	-1.1570942	-1.2977704	1.1386977	0.637855	0.48643163	0.19188018	group3
Gene934	-1.1734384	-1.291575	1.1178267	0.6560451	0.47993296	0.21120861	group3
Gene935	-1.169004	-1.2872368	1.1307117	0.66780734	0.46242163	0.19530009	group3
Gene936	-1.1649802	-1.2977616	1.1249824	0.6383024	0.4929079	0.20654912	group3
Gene937	-1.1671867	-1.2957153	1.1237371	0.6442212	0.488038	0.20690578	group3
Gene938	-1.1619111	-1.3011452	1.1258624	0.62839496	0.50160617	0.20719281	group3
Gene939	-1.1639537	-1.3014069	1.1218501	0.62765163	0.5042695	0.21158943	group3
Gene940	-1.1717553	-1.2985008	1.1117522	0.63612664	0.5014041	0.22097327	group3
Gene941	-1.1447694	-1.3111148	1.1414934	0.5978308	0.5215939	0.19496612	group3
Gene942	-1.1450834	-1.3107121	1.1415563	0.5990765	0.52043957	0.19472316	group3
Gene943	-1.1485554	-1.3091639	1.1378548	0.60398656	0.5178706	0.19800739	group3
Gene944	-1.1393367	-1.3123306	1.1489476	0.593685	0.52153945	0.18749528	group3
Gene945	-1.1518728	-1.3117414	1.1280462	0.59617925	0.52978504	0.20960356	group3
Gene946	-1.1290275	-1.3173219	1.1586075	0.57725114	0.53127235	0.17921847	group3
Gene947	-1.1321676	-1.3145739	1.1575927	0.58606535	0.5239303	0.17915314	group3
Gene948	-1.1501646	-1.3220416	1.1129749	0.56247306	0.5669412	0.22981706	group3
Gene949	-1.1538082	-1.3195441	1.1108687	0.57069534	0.5607325	0.2310556	group3
Gene950	-1.1450651	-1.3219512	1.122713	0.5631184	0.56170577	0.21947904	group3
Gene951	-1.144504	-1.3233614	1.1210532	0.5583392	0.5666857	0.22178723	group3
Gene952	-1.1377931	-1.3224463	1.1349863	0.5615412	0.557087	0.20662495	group3
Gene953	-1.1601298	-1.3175089	1.1025661	0.5769092	0.55917597	0.23898739	group3
Gene954	-1.1637223	-1.3169017	1.0966709	0.5784576	0.5605587	0.2449368	group3
Gene955	-1.1675718	-1.3174957	1.0877331	0.57566416	0.5671329	0.2545372	group3
Gene956	-1.1673692	-1.3182249	1.0866476	0.57313126	0.5698537	0.25596163	group3
Gene957	-1.1603272	-1.3218197	1.0934714	0.5617881	0.5766563	0.25023112	group3
Gene958	-1.152661	-1.3249798	1.1020821	0.55177647	0.581376	0.24240619	group3
Gene959	-1.1871234	-1.3079178	1.0658622	0.60387444	0.55193365	0.27337095	group3
Gene960	-1.1754342	-1.3109633	1.0844725	0.5965006	0.55016065	0.25526372	group3
Gene961	-1.170975	-1.3049155	1.103654	0.6167296	0.52302927	0.23247762	group3
Gene962	-1.1641343	-1.3096204	1.1089664	0.6024697	0.53338456	0.22893408	group3
Gene963	-1.1857344	-1.3002242	1.0823665	0.6294475	0.5213849	0.25275975	group3
Gene964	-1.18799	-1.2982532	1.0809934	0.6352029	0.51674914	0.2532977	group3
Gene965	-1.1825207	-1.2994497	1.0899516	0.63236547	0.51521134	0.24444208	group3
Gene966	-1.1789824	-1.3042067	1.0892837	0.6179874	0.5286242	0.24729384	group3
Gene967	-1.1832117	-1.2922137	1.0990579	0.6539182	0.4910129	0.23143634	group3
Gene968	-1.1916325	-1.2922536	1.0827852	0.6528687	0.49962574	0.2486064	group3
Gene969	-1.1864462	-1.2955654	1.0881423	0.6436728	0.50565475	0.24454166	group3
Gene970	-1.1938097	-1.2879105	1.0845418	0.6653308	0.48718488	0.24466258	group3
Gene971	-1.1958718	-1.2829062	1.0869884	0.67935145	0.47283018	0.23960784	group3
Gene972	-1.1926988	-1.2831868	1.09268	0.678851	0.47061542	0.23373912	group3
Gene973	-1.1892546	-1.2867621	1.0947636	0.6690839	0.47885174	0.23331746	group3
Gene974	-1.198538	-1.2937437	1.0666102	0.6470061	0.51241755	0.2662479	group3
Gene975	-1.197237	-1.2932266	1.0700905	0.648899	0.50910383	0.26237023	group3
Gene976	-1.2074255	-1.290352	1.0532659	0.65516746	0.51079625	0.27854797	group3
Gene977	-1.2054076	-1.2901394	1.0578806	0.6564003	0.50761914	0.27364692	group3
Gene978	-1.1936026	-1.2986586	1.0688847	0.632736	0.5244962	0.26614428	group3
Gene979	-1.21708	-1.2856983	1.0396687	0.6664875	0.5061907	0.2904315	group3
Gene980	-1.209282	-1.283225	1.0599282	0.6762278	0.48818776	0.26816332	group3
Gene981	-1.213098	-1.2822608	1.0533341	0.6781241	0.48933622	0.27456433	group3
Gene982	-1.2068639	-1.280996	1.0678389	0.68319273	0.47804663	0.25878152	group3
Gene983	-1.1426672	-1.243327	1.2034827	0.7653684	0.3253744	0.09176862	group3
Gene984	-1.1423484	-1.2350562	1.2073097	0.7823977	0.30515644	0.08254068	group3
Gene985	-1.1522495	-1.2350838	1.1931947	0.78564626	0.31031764	0.09817457	group3
Gene986	-1.1572021	-1.2362583	1.1855152	0.78473747	0.31585652	0.10735123	group3
Gene987	-1.1608711	-1.2390022	1.1789213	0.7800571	0.32464147	0.116253555	group3
Gene988	-1.1634985	-1.2412447	1.1739649	0.77602315	0.3317241	0.123031065	group3
Gene989	-1.1696191	-1.2329186	1.168392	0.795095	0.3149309	0.12411979	group3
Gene990	-1.1451446	-1.2544618	1.1943887	0.7422184	0.35465226	0.10834691	group3
Gene991	-1.1489111	-1.2538157	1.1892334	0.74476707	0.35507625	0.1136501	group3
Gene992	-1.1476648	-1.2513584	1.192391	0.74977905	0.34810376	0.10874934	group3
Gene993	-1.1470826	-1.2584639	1.1892439	0.73390716	0.36609125	0.11630401	group3
Gene994	-1.1481256	-1.2617512	1.1856645	0.72677696	0.3753379	0.122097485	group3
Gene995	-1.1344079	-1.2517139	1.2111967	0.74467546	0.3420793	0.088170275	group3
Gene996	-1.1182	-1.2663301	1.2255816	0.7065507	0.3718711	0.080526546	group3
Gene997	-1.1157701	-1.2667342	1.2286589	0.70470774	0.37181604	0.07732162	group3
Gene998	-1.1169109	-1.2646232	1.228373	0.7098863	0.36681503	0.07645975	group3
Gene999	-1.1221802	-1.2631425	1.2220141	0.715195	0.36540273	0.08271098	group3
Gene1000	-1.1210414	-1.260497	1.2250983	0.7206356	0.35802612	0.07777842	group3
Gene1001	-1.1263474	-1.258934	1.218646	0.7260607	0.3565066	0.084068134	group3
Gene1002	-1.1291049	-1.2584195	1.2150885	0.72818965	0.35652018	0.087725975	group3
Gene1003	-1.1286477	-1.2623231	1.2134867	0.71936345	0.36639875	0.0917219	group3
Gene1004	-1.1260444	-1.224853	1.23292	0.796519	0.27377164	0.047686744	group3
Gene1005	-1.1283771	-1.223481	1.2301772	0.8001585	0.27162513	0.049897294	group3
Gene1006	-1.1240153	-1.2283587	1.2346166	0.78878766	0.28099602	0.04797362	group3
Gene1007	-1.1177466	-1.2324172	1.2416588	0.7780803	0.2878391	0.04258558	group3
Gene1008	-1.1228049	-1.2413343	1.2317672	0.762137	0.31112972	0.059105273	group3
Gene1009	-1.1226327	-1.2425212	1.231527	0.7596194	0.31392023	0.060087383	group3
Gene1010	-1.1068553	-1.2731057	1.2366736	0.68668133	0.3847255	0.07188055	group3
Gene1011	-1.1104436	-1.2695322	1.2341484	0.69628406	0.376799	0.07274447	group3
Gene1012	-1.1215237	-1.274775	1.2153679	0.6883597	0.39605516	0.09651599	group3
Gene1013	-1.1244797	-1.2722653	1.2129688	0.6952449	0.39071736	0.09781398	group3
Gene1014	-1.1272334	-1.2737044	1.2080414	0.69281214	0.3960338	0.104050405	group3
Gene1015	-1.132499	-1.2707249	1.2025883	0.70148134	0.39070147	0.10845273	group3
Gene1016	-1.1233046	-1.2777171	1.2106837	0.68201876	0.40503517	0.103284076	group3
Gene1017	-1.1252195	-1.2793733	1.206671	0.6786862	0.41063464	0.10860098	group3
Gene1018	-1.1300668	-1.277429	1.2011837	0.6848865	0.4078013	0.11362435	group3
Gene1019	-1.0998772	-1.2544951	1.2562546	0.7247278	0.33399746	0.039392583	group3
Gene1020	-1.1004113	-1.2589552	1.2533913	0.7154141	0.3453649	0.045196313	group3
Gene1021	-1.115052	-1.2559819	1.2356172	0.72811943	0.34385398	0.06344339	group3
Gene1022	-1.0850216	-1.2661568	1.2691755	0.6925175	0.35805017	0.031435087	group3
Gene1023	-1.0836216	-1.2669456	1.2704904	0.6900987	0.35959357	0.030384464	group3
Gene1024	-1.0957319	-1.2663584	1.2554499	0.697106	0.36246604	0.047068343	group3
Gene1025	-1.1454537	-1.2193164	1.2079631	0.8148544	0.26990834	0.07204416	group3
Gene1026	-1.1582501	-1.2188767	1.1899657	0.82008326	0.27537593	0.09170199	group3
Gene1027	-1.168625	-1.2106487	1.1770226	0.83924663	0.26225597	0.100748606	group3
Gene1028	-1.1824571	-1.2210722	1.1532156	0.82239985	0.29450157	0.1334123	group3
Gene1029	-1.1189435	-1.2126508	1.2451004	0.816848	0.24338968	0.026256235	group3
Gene1030	-1.1214653	-1.2165308	1.24102	0.81062144	0.2530207	0.033333965	group3
Gene1031	-1.1345599	-1.2113668	1.224707	0.8258997	0.24700755	0.04831241	group3
Gene1032	-1.1305766	-1.2088706	1.2305099	0.82895315	0.23977855	0.040205657	group3
Gene1033	-1.1184231	-1.2025573	1.2474052	0.83532286	0.22115473	0.017097602	group3
Gene1034	-1.1225905	-1.2011881	1.2421916	0.8396969	0.21981761	0.022072539	group3
Gene1035	-1.1130682	-1.2001182	1.2545615	0.83728844	0.2139249	0.007411488	group3
Gene1036	-1.112591	-1.2024921	1.2548784	0.83274734	0.21884121	0.008616197	group3
Gene1037	-1.1347402	-1.183714	1.2277826	0.87620723	0.1878516	0.026612865	group3
Gene1038	-1.127471	-1.1928867	1.2367269	0.85684216	0.20406431	0.022724353	group3
Gene1039	-1.0799043	-1.2311071	1.2895867	0.7623861	0.2715849	-0.01254618	group3
Gene1040	-1.0808663	-1.2239527	1.2902329	0.77673125	0.25561726	-0.0177624	group3
Gene1041	-1.0914327	-1.215436	1.2792187	0.79840416	0.23985021	-0.010604423	group3
Gene1042	-1.0927379	-1.2157673	1.2775596	0.7984508	0.2409959	-0.008501232	group3
Gene1043	-1.093237	-1.2184873	1.2764108	0.7935774	0.24718866	-0.005452552	group3
Gene1044	-1.0856088	-1.2129979	1.2867151	0.79992056	0.23270322	-0.020732135	group3
Gene1045	-1.1012009	-1.2224361	1.265656	0.79000574	0.25870097	0.009274269	group3
Gene1046	-1.1003994	-1.2196451	1.2672919	0.7949494	0.2521538	0.005649483	group3
Gene1047	-1.1065995	-1.2153164	1.2603967	0.80613965	0.24468002	0.010699455	group3
Gene1048	-1.0929492	-1.2374897	1.2717324	0.75647116	0.2905023	0.01173287	group3
Gene1049	-1.095678	-1.2334006	1.2696214	0.76595044	0.28188518	0.011621692	group3
Gene1050	-1.0844227	-1.2423162	1.2806016	0.74246484	0.29910225	0.004570249	group3
Gene1051	-1.089042	-1.240319	1.275623	0.7488427	0.2958638	0.009031458	group3
Gene1052	-1.0899372	-1.2502106	1.2707406	0.7290264	0.3198892	0.02049168	group3
Gene1053	-1.094627	-1.246898	1.2662194	0.73817223	0.31347653	0.02365693	group3
Gene1054	-1.0601867	-1.246974	1.307775	0.7198903	0.3032767	-0.023781197	group3
Gene1055	-1.0562828	-1.2459459	1.3126491	0.7197359	0.29986134	-0.030017775	group3
Gene1056	-1.067736	-1.2441019	1.299992	0.72995675	0.29843056	-0.016541328	group3
Gene1057	-1.0634637	-1.2559426	1.3003469	0.7031988	0.32582745	-0.009966812	group3
Gene1058	-1.0420204	-1.2197872	1.3356824	0.76212066	0.23690282	-0.07289825	group3
Gene1059	-1.0421339	-1.2204581	1.3354306	0.7609311	0.2384079	-0.07217761	group3
Gene1060	-1.0465935	-1.2188896	1.3307965	0.7666263	0.23584025	-0.06777991	group3
Gene1061	-1.0402983	-1.2165477	1.33815	0.7670986	0.22944506	-0.0778476	group3
Gene1062	-1.0522817	-1.216011	1.3249568	0.77545494	0.23071828	-0.0628372	group3
Gene1063	-1.0232775	-1.2148728	1.3567284	0.7592554	0.22286065	-0.10069416	group3
Gene1064	-1.0551053	-1.2305226	1.3186963	0.7495948	0.26374424	-0.046407353	group3
Gene1065	-1.0513091	-1.2252975	1.3242302	0.75737554	0.25108978	-0.056088906	group3
Gene1066	-1.0405648	-1.2365106	1.3333476	0.72912496	0.27433482	-0.059731875	group3
Gene1067	-1.0641344	-1.2071644	1.3128195	0.79875046	0.21424878	-0.0545201	group3
Gene1068	-1.0710733	-1.2081833	1.3046625	0.8008561	0.21818587	-0.04444789	group3
Gene1069	-1.0787446	-1.200361	1.2965809	0.8193188	0.20350435	-0.04029839	group3
Gene1070	-1.0749241	-1.1972971	1.301348	0.8226845	0.19599918	-0.047810476	group3
Gene1071	-1.076171	-1.1890085	1.3004055	0.8380155	0.17904368	-0.05228522	group3
Gene1072	-1.068299	-1.1915	1.3094292	0.8291848	0.18218651	-0.06100153	group3
Gene1073	-1.059582	-1.1897489	1.3194679	0.8271601	0.17649189	-0.07378896	group3
Gene1074	-1.0263569	-1.1518468	1.354368	0.86986923	0.09487278	-0.14090627	group3
Gene1075	-1.021126	-1.1534657	1.3600652	0.86379886	0.09718052	-0.14645286	group3
Gene1076	-1.016664	-1.1446462	1.3636745	0.87495714	0.079727955	-0.1570494	group3
Gene1077	-1.0381284	-1.1426554	1.3405716	0.8921538	0.07940582	-0.13134766	group3
Gene1078	-1.0327636	-1.148146	1.3470955	0.879981	0.08885797	-0.13502477	group3
Gene1079	-1.0251783	-1.1328228	1.3528829	0.899206	0.058862217	-0.15295006	group3
Gene1080	-1.0348223	-1.1289244	1.3418599	0.91149986	0.05326781	-0.14288104	group3
Gene1081	-0.98612505	-1.1288862	1.3922282	0.87846047	0.04678706	-0.20246457	group3
Gene1082	-0.9763364	-1.1307653	1.4021863	0.86844456	0.049467437	-0.2129965	group3
Gene1083	-0.9805469	-1.1397042	1.3994951	0.8574946	0.06648252	-0.20322113	group3
Gene1084	-0.9721052	-1.1183007	1.4039187	0.8845414	0.026274536	-0.22432874	group3
Gene1085	-0.9721579	-1.1152725	1.4032203	0.8891851	0.020783799	-0.2257587	group3
Gene1086	-0.9940048	-1.1044414	1.3790048	0.92112523	0.003320339	-0.20500422	group3
Gene1087	-0.994468	-1.1099153	1.3798872	0.91328573	0.013125293	-0.20191509	group3
Gene1088	-1.0056664	-1.1254312	1.3718629	0.8975174	0.042513546	-0.18079627	group3
Gene1089	-1.0218079	-1.1004518	1.3491899	0.9459112	-6.13E-05	-0.1727801	group3
Gene1090	-1.0335712	-1.1008624	1.3367206	0.95293796	0.002613284	-0.15783824	group3
Gene1091	-1.0651172	-1.1119392	1.3046039	0.9558928	0.0286818	-0.11212224	group3
Gene1092	-1.0652704	-1.1498253	1.3113607	0.8973342	0.098605834	-0.092205	group3
Gene1093	-1.0769057	-1.1704322	1.2995812	0.87022746	0.14159982	-0.064070545	group3
Gene1094	-1.0816588	-1.1735314	1.2941008	0.8676583	0.14905223	-0.05562108	group3
Gene1095	-1.0920452	-1.1771944	1.2817758	0.86705154	0.15938629	-0.038974017	group3
Gene1096	-1.0937032	-1.1785173	1.2797769	0.86566424	0.16256121	-0.035781823	group3
Gene1097	-1.094376	-1.1602092	1.2782761	0.8967192	0.1263787	-0.046788942	group3
Gene1098	-1.0249387	-1.1633526	1.356912	0.8501824	0.11692014	-0.13572317	group3
Gene1099	-1.03027	-1.1664939	1.3514471	0.8484781	0.12393151	-0.12709294	group3
Gene1100	-1.0051166	-1.1531484	1.3766122	0.8534477	0.09444469	-0.1662395	group3
Gene1101	-1.00405	-1.1559296	1.377977	0.84819824	0.09967741	-0.16587302	group3
Gene1102	-1.0015346	-1.1508403	1.3800076	0.8546855	0.08960523	-0.17192356	group3
Gene1103	-0.99387676	-1.1569966	1.3883427	0.8393186	0.10065344	-0.1774414	group3
Gene1104	-0.9900949	-1.1765368	1.3931491	0.80412257	0.13883293	-0.16947289	group3
Gene1105	-0.99437	-1.1743964	1.3888539	0.8108017	0.13493793	-0.1658272	group3
Gene1106	-0.99503154	-1.181239	1.3882711	0.7996388	0.14877687	-0.16041625	group3
Gene1107	-1.0159938	-1.1831045	1.3669004	0.81097454	0.15500422	-0.13378094	group3
Gene1108	-1.0121319	-1.1882589	1.3707979	0.79944783	0.16502574	-0.13488066	group3
Gene1109	-1.013871	-1.1972958	1.3685448	0.7847723	0.18399353	-0.12614396	group3
Gene1110	-1.0497773	-1.1867514	1.3305593	0.8264636	0.16820204	-0.08869622	group3
Gene1111	-1.0474626	-1.1850355	1.3331608	0.82800865	0.16422047	-0.09289183	group3
Gene1112	-1.0443918	-1.1788235	1.3365744	0.8367557	0.15100859	-0.10112347	group3
Gene1113	-1.0349034	-1.1859734	1.3468442	0.81848127	0.1637872	-0.10823583	group3
Gene1114	-1.0309106	-1.1797723	1.3511817	0.8265568	0.15050507	-0.11756071	group3
Gene1115	-1.036838	-1.1962963	1.3442943	0.80165553	0.18547678	-0.09829222	group3
Gene1116	-0.96324193	-1.1573718	1.4181843	0.8162157	0.09919541	-0.21298164	group3
Gene1117	-0.9614355	-1.1487908	1.4190631	0.8287857	0.082559	-0.22018142	group3
Gene1118	-0.95465684	-1.0961951	1.4154078	0.9046709	-0.014329872	-0.25489685	group3
Gene1119	-0.9602911	-1.0927855	1.4091034	0.91390973	-0.020023134	-0.24991348	group3
Gene1120	-0.9466939	-1.1016283	1.4243147	0.8905602	-0.005036947	-0.2615157	group3
Gene1121	-0.93140537	-1.0902088	1.4354897	0.89558464	-0.025610456	-0.2838497	group3
Gene1122	-0.95385027	-1.0822747	1.4122214	0.9243649	-0.03866784	-0.26179352	group3
Gene1123	-0.9397213	-1.068525	1.4212183	0.933295	-0.06284505	-0.283422	group3
Gene1124	-0.90740633	-1.077065	1.45337	0.8955937	-0.048557933	-0.31593448	group3
Gene1125	-0.92081386	-1.106185	1.4490969	0.8634132	0.002733399	-0.28824466	group3
Gene1126	-0.9799133	-1.078888	1.3857965	0.948347	-0.042619154	-0.23272307	group3
Gene1127	-0.973994	-1.0794071	1.3918191	0.94334656	-0.04224854	-0.23951596	group3
Gene1128	-1.0069947	-1.0661964	1.3539466	0.9850584	-0.060980327	-0.20483354	group3
Gene1129	-0.8630427	-0.9957362	1.4611708	0.9707583	-0.18163607	-0.39151412	group3
Gene1130	-0.8611656	-0.989913	1.4601061	0.9767758	-0.1907195	-0.39508384	group3
Gene1131	-0.86881214	-0.989329	1.4532001	0.9838621	-0.19188088	-0.38704026	group3
Gene1132	-0.8464444	-0.98206705	1.4690063	0.97457767	-0.20232731	-0.41274518	group3
Gene1133	-0.8497029	-1.0021824	1.4754218	0.95106745	-0.17078643	-0.40381756	group3
Gene1134	-0.8636435	-1.0145861	1.4689003	0.94633335	-0.15159763	-0.38540646	group3
Gene1135	-0.8655081	-1.0157928	1.4678092	0.94627964	-0.14973181	-0.38305613	group3
Gene1136	-0.8725265	-1.0225322	1.4645514	0.94307286	-0.13909478	-0.37347078	group3
Gene1137	-0.8143329	-1.004836	1.5055752	0.91678286	-0.16375285	-0.43943623	group3
Gene1138	-0.8149004	-0.98513657	1.4965506	0.9433781	-0.1952723	-0.44461936	group3
Gene1139	-0.84377974	-1.0290552	1.4913489	0.9097716	-0.12678815	-0.40149733	group3
Gene1140	-0.87682176	-1.0426856	1.4686354	0.9190858	-0.10610434	-0.36210963	group3
Gene1141	-0.8723913	-1.0456586	1.4735025	0.91124153	-0.10094785	-0.36574626	group3
Gene1142	-0.9049982	-1.0278803	1.4380655	0.96229583	-0.13096884	-0.33651403	group3
Gene1143	-0.8962373	-1.0333874	1.4481275	0.94780874	-0.12195499	-0.34435642	group3
Gene1144	-0.9175819	-1.0443853	1.4331305	0.9497874	-0.10383583	-0.3171147	group3
Gene1145	-0.909464	-1.009274	1.4260213	0.9905695	-0.16075699	-0.33709595	group3
Gene1146	-0.91286784	-1.0084735	1.4225326	0.9942806	-0.1619609	-0.3335108	group3
Gene1147	-0.90505433	-1.0099508	1.4303526	0.9862107	-0.15974137	-0.3418169	group3
Gene1148	-0.8919948	-1.0121891	1.4431113	0.97284037	-0.15619206	-0.35557565	group3
Gene1149	-0.85645425	-0.95968187	1.4492904	1.0113649	-0.23713379	-0.40738544	group3
Gene1150	-0.8758634	-0.95780873	1.4311832	1.0295078	-0.24030533	-0.3867136	group3
Gene1151	-0.8151967	-0.93018746	1.4686569	1.0130954	-0.27938375	-0.4569845	group3
Gene1152	-0.796705	-0.93582577	1.4869186	0.9901153	-0.26955295	-0.47495008	group3
Gene1153	-0.747013	-0.9284426	1.5220139	0.95450735	-0.27502915	-0.5260365	group3
Gene1154	-0.7412581	-0.9226216	1.5233209	0.95643157	-0.28300884	-0.5328639	group3
Gene1155	-0.76067877	-0.918948	1.5064596	0.9787768	-0.29105845	-0.51455116	group3
Gene1156	-0.7822092	-0.95969564	1.5106091	0.9471494	-0.23167789	-0.4841759	group3
Gene1157	-0.7742683	-0.8849069	1.4761562	1.0318276	-0.3422302	-0.50657827	group3
Gene1158	-0.64634836	-0.8053249	1.5235087	1.0056441	-0.43674487	-0.6407347	group3
Gene1159	-0.6628936	-0.8279566	1.5261463	0.9956979	-0.40814555	-0.6228485	group3
Gene1160	-0.68932116	-0.8720941	1.5337641	0.9691683	-0.3496364	-0.5918808	group3
Gene1161	-0.36474565	-0.51251495	1.4867698	1.0241598	-0.74450076	-0.8891682	group3
Gene1162	-0.33747754	-0.4989411	1.4916301	1.00814	-0.75264734	-0.91070414	group3
Gene1163	-0.34560364	-0.47239664	1.4636203	1.0416789	-0.7860661	-0.9012327	group3
Gene1164	-0.18092649	-0.39303675	1.4868971	0.93507284	-0.8240061	-1.0240006	group3
Gene1165	-0.4456478	-0.6051599	1.5128493	1.018029	-0.6540728	-0.82599777	group3
Gene1166	-0.4834091	-0.6096205	1.491913	1.0521371	-0.65786713	-0.7931534	group3
Gene1167	-0.5223246	-0.6708159	1.5139931	1.0291991	-0.5900638	-0.75998795	group3
Gene1168	-0.5586088	-0.68046254	1.4965907	1.0552125	-0.5855237	-0.7272082	group3
Gene1169	-0.8437975	-0.9356087	-0.24185455	-0.46710992	1.3855404	1.1028303	group4
Gene1170	-0.8579218	-0.92734224	-0.25994736	-0.44645962	1.3740842	1.1175869	group4
Gene1171	-0.8681987	-0.95264614	-0.2180616	-0.43618673	1.3751031	1.09999	group4
Gene1172	-0.87791914	-0.96864825	-0.1918401	-0.42478275	1.3731622	1.0900282	group4
Gene1173	-0.8532282	-0.9741599	-0.17549427	-0.45914423	1.3900967	1.0719298	group4
Gene1174	-0.86287284	-0.9781833	-0.17076603	-0.44643176	1.3850746	1.0731794	group4
Gene1175	-0.8648972	-0.9758085	-0.1756204	-0.44344178	1.3832437	1.0765243	group4
Gene1176	-0.859961	-0.96744984	-0.18946491	-0.44930404	1.3842777	1.0819021	group4
Gene1177	-0.8419181	-0.95611715	-0.20494306	-0.47245815	1.3924803	1.0829562	group4
Gene1178	-0.85433644	-0.9572591	-0.20628826	-0.45577338	1.3851359	1.0885214	group4
Gene1179	-0.82356066	-0.9670019	-0.1798905	-0.49817553	1.4061459	1.0624826	group4
Gene1180	-0.8147996	-0.9678247	-0.1756536	-0.50981635	1.4113961	1.0566982	group4
Gene1181	-0.8165774	-0.96703315	-0.17766066	-0.50740325	1.4101927	1.0584817	group4
Gene1182	-0.8179964	-0.96472824	-0.18230365	-0.505312	1.4088306	1.0615096	group4
Gene1183	-0.8404227	-0.96805805	-0.18298319	-0.47579744	1.3964157	1.0708457	group4
Gene1184	-0.83879226	-0.976192	-0.16768888	-0.47875142	1.3993077	1.0621169	group4
Gene1185	-0.8391453	-0.97567105	-0.16874526	-0.47823325	1.3989781	1.0628169	group4
Gene1186	-0.8424696	-0.9861813	-0.15040368	-0.47463745	1.3993094	1.0543826	group4
Gene1187	-0.82592016	-0.97962993	-0.15749525	-0.4961481	1.4076376	1.0515559	group4
Gene1188	-0.8261758	-0.9799896	-0.15691191	-0.49583772	1.4075669	1.0513481	group4
Gene1189	-0.819368	-0.9394009	-0.2282192	-0.50051665	1.4014244	1.0860804	group4
Gene1190	-0.8249262	-0.933239	-0.24075027	-0.49221316	1.3963398	1.0947888	group4
Gene1191	-0.7937636	-0.9461382	-0.2081064	-0.5350931	1.4179494	1.0651519	group4
Gene1192	-0.8073945	-0.9536246	-0.1990651	-0.51811343	1.4121797	1.066018	group4
Gene1193	-0.80726326	-0.9480424	-0.20906785	-0.51764494	1.4108155	1.071203	group4
Gene1194	-0.8087917	-0.94096583	-0.22220324	-0.514748	1.4080347	1.0786741	group4
Gene1195	-0.7871315	-0.9346709	-0.22642002	-0.54230964	1.4185772	1.0719548	group4
Gene1196	-0.793925	-0.9284257	-0.23973566	-0.5325867	1.4130024	1.0816706	group4
Gene1197	-0.79010355	-0.93008554	-0.23555237	-0.53781855	1.4156333	1.0779268	group4
Gene1198	-0.80274063	-0.9273962	-0.24435653	-0.52084553	1.4076625	1.0876764	group4
Gene1199	-0.89701045	-0.99165714	-0.15452796	-0.4005645	1.3662341	1.077526	group4
Gene1200	-0.867762	-0.9871082	-0.15572096	-0.44054845	1.3840497	1.0670899	group4
